job_id,job_title,company,job_function,job_type,industry,career_level,years_of_experience,qualification,benefits
100003010741747,English Officer,Eureka Language Services Limited,"Sales, CS & Business Devpt, Business Development, Education, Others, Sales Administration","Full Time, Permanent",,Entry Level,,,
100003010741532,Sustainability Analyst / Senior Analyst - Consulting Side,Nes Global Limited,"Professional Services, Business Analysis / Data Analysis, Business Consultancy",Full Time,,Entry Level,3 years,Degree,"Medical insurance, Performance bonus, Five-day work week"
100003010739446,CUSTOMER SERVICE ASSOCIATE (5-day Work) (Welcome Fresh Diploma Graduates),Wharf Estates Limited,"Sales, CS & Business Devpt, Business Development, Customer Service - Supervisor / Officer, Others, Student / Fresh Graduate / No Experience",Full Time,,Entry Level,,Non-Degree Tertiary,"Medical insurance, Overtime pay, Performance bonus, Five-day work week"
100003010741303,Senior Administrator - Audit Services - Hong Kong,Deloitte Touche Tohmatsu,"Admin & HR, Clerical / Admin Staff","Full Time, Permanent",,Entry Level,1 year,Matriculated,"Dental insurance, Life insurance, Medical insurance, Performance bonus, Work from home, Five-day work week, Flexible working hours"
100003010738268,Personal Assistant to Artistic Director,Hong Kong String Orchestra Limited,"Admin & HR, Personal / Executive Assistant",Full Time,,,,,Five-day work week
100003010742956,司機(加WeChat直接諮詢),Hishine Investment Holdings Limited,"Admin & HR, Personal / Executive Assistant, Transportation & Logistics, Private Transportation","Full Time, Contract",,,,,"Medical insurance, Overtime pay, Flexible working hours"
100003010736173,Senior Executive Assistant / Clerk I (ref.: 200144),Laboratory of Data Discovery for Health,"Admin & HR, Clerical / Admin Staff, Personal / Executive Assistant, Others","Full Time, Contract",,,,,"Dental insurance, Medical insurance, Five-day work week"
100003010741049,Manager/Team Leader– Business Development Team (Reinsurance Department ),Bank of China Group Insurance Company Limited,"Insurance, Others","Full Time, Permanent",,Middle,5 years,Degree,"Education allowance, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003010744765,Head of Food Service (P&L Leader),ConnectedGroup Limited,"Marketing / Public Relations, Marketing - Brand / Product Management, Sales, CS & Business Devpt, Channel / Distribution, Sales - Sales Management","Full Time, Permanent",,Senior,10 years,Degree,
100003010742971,Corporate Sales (Membership Program),Lubuds F&B Group,"Sales, CS & Business Devpt, Business Development, Customer Service - Manager, Account Servicing","Full Time, Permanent",,Middle,5 years,Degree,"Medical insurance, Performance bonus, Five-day work week"
100003010739969,Accounting Assistant,Principle One Ltd,"Accounting, Accountant","Full Time, Permanent",,Middle,1 year,Degree,"Dental insurance, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003010743437,"Commercial Paralegal, 1-3 Years | Financial Services | MY",Star Anise Limited,"Professional Services, Legal & Compliance","Full Time, Permanent",,,,,
100003010743058,System Analyst (30-40K),Randstad Hong Kong Limited,"Information Technology (IT), Software Development","Full Time, Permanent",,Middle,N/A,Degree,
100003010737392,Warehouse Clerk 倉務文員 (工作地點：葵涌),Swire Coca-Cola HK Ltd,"Admin & HR, Administration / Operation Manager, Clerical / Admin Staff, Transportation & Logistics, Supply Chain","Full Time, Permanent",,Entry Level,1 year,Non-Degree Tertiary,"Dental insurance, Free shuttle bus, Medical insurance, Performance bonus, Work from home, Five-day work week, Flexible working hours"
100003010743098,Engineer III (Development) (Ref: CDD-D-EIII-JD),"The Hongkong Electric Co., Ltd.","Professional Services, Business Analysis / Data Analysis, Engineering, Electrical / Electronics, Sciences, Lab, R&D, Research & Development (R&D)","Full Time, Permanent",,Entry Level,2 years,Degree,"Double pay, Free shuttle bus, Life insurance, Medical insurance, Five-day work week"
100003010744727,行李服務員 - 國泰航空貴賓室 Lounge Porter/ Concierge/ Bell/ Baggage's Services,Sodexo (Hong Kong) Limited,"Hospitality / F & B, Food & Beverage, Hospitality / Hotel Services","Full Time, Permanent",,Entry Level,,,"Medical insurance, Transportation allowance, Five-day work week"
100003010739471,Junior Interior Designer (Project Coordinator),Homie Design and Decoration Limited,"Design, Interior",Full Time,,Entry Level,1 year,,"Performance bonus, Five-day work week, Flexible working hours"
100003010741078,Senior Business Development Associate (Advertising Solutions),iClick Interactive Asia Limited,"Sales, CS & Business Devpt, Business Development, Direct Sales, Marketing / Public Relations, Digital Marketing","Full Time, Permanent",,,3 years,,"Performance bonus, Five-day work week"
100003010742909,Technical Manager - CRM,Page Group Hong Kong,"Information Technology (IT), Application Specialist - Software, Software Development, Technical / Functional Consulting","Full Time, Permanent",,Senior,N/A,Degree,
100003010744737,臨時教導員(健康護理實務),Vocational Training Council,"Education, Tutor / Instructor, Others, Public / Civil, Social Services - Community / Non-profit Organization","Full Time, Permanent",,Middle,3 years,Non-Degree Tertiary,
100003010736860,Part-time Client Relations Assistant (Ref:GELVC/PTCRA/JB),The Hong Kong Society for the Blind,"Admin & HR, Clerical / Admin Staff, Sales, CS & Business Devpt, Call Centre, Customer Service - Supervisor / Officer",Part Time,,,,,
100003010740122,IT Support,Securitas Security Services (Hong Kong) Limited,"Information Technology (IT), Support",Full Time,,Entry Level,N/A,Non-Degree Tertiary,"Medical insurance, Performance bonus, Five-day work week"
100003010741314,Merchandising Officer (Contact Lens Category),眼鏡88有限公司 Optical 88 Limited,"Sales, CS & Business Devpt, Business Development, Beauty Care / Health, Others, Merchandising & Purchasing, Others","Full Time, Permanent",,Entry Level,2 years,Non-Degree Tertiary,"Education allowance, Medical insurance, Five-day work week"
100003010740969,Manager (Market Conduct - Enforcement),Insurance Authority,"Insurance, Others, Professional Services, Legal & Compliance, Public / Civil, Others","Full Time, Contract",,Middle,5 years,Degree,"Dental insurance, Life insurance, Medical insurance, Five-day work week"
100003010742089,Technical Sales Engineer - Healthcare IT Solutions,Ewell Hong Kong Limited,"Sales, CS & Business Devpt, Business Development, Technical Sales / Sales Engineer",Full Time,,Middle,5 years,Non-Degree Tertiary,"Free shuttle bus, Medical insurance, Performance bonus, Transportation allowance, Travel allowance, Five-day work week, Flexible working hours"
100003010741155,Temporary Executive II (Corporate Communications)/ Admin. Headquarters [REF: DH(HR)/TEII/CCD/JOBS],Tung Wah Group of Hospitals,"Marketing / Public Relations, Marketing - General / Support, Marketing - Marketing Communication, Public / Civil, Social Services - Community / Non-profit Organization","Full Time, Temporary",,Entry Level,4 years,Degree,Five-day work week
100003010741384,"Senior Officer, HR Data Analyst",Jardine Restaurant Group,"Hospitality / F & B, Food & Beverage, Hospitality / Hotel Services, Others",Full Time,,Middle,5 years,Degree,"Medical insurance, Performance bonus, Five-day work week"
100003010744125,Digital Design & Verification Engineer (Fresh Graduate Welcomed),"Huawei Tech. Investment Co., Ltd","Engineering, Electrical / Electronics, Others",Full Time,,Entry Level,N/A,Degree,"Dental insurance, Double pay, Medical insurance, Performance bonus, Five-day work week"
100003010739109,Assistant/ Marketing Manager,Beauskin Medical Group Limited,"Marketing / Public Relations, Marketing - General / Support, Others",Full Time,,Middle,3 years,Degree,Five-day work week
100003010739809,"Senior Manager, HRMS",Kerry Properties Limited,"Admin & HR, HR Director / Manager",Permanent,,Senior,6 years,Degree,
100003010743383,Insurance Product Expert 財務策劃經理 - Wealth & Personal Banking,HSBC,"Banking / Finance, Retail Banking",Full Time,,,,,
100003010743117,"Project Engineer / Senior Engineer (E&M) – HK$38,000 to HK$46,000 (Ref.017)",Triangle Recruitment,"Engineering, Electrical / Electronics, Engineering Project Management, Mechanical","Full Time, Permanent",,Senior,4 years,Non-Degree Tertiary,"Dental insurance, Double pay, Medical insurance, Performance bonus, Flexible working hours"
100003010743842,工程助理 Project Assistant / 地盤管工 Site Foreman / 工料測量員 Quantity Surveyor,"Choi Kee Engineering (H.K.) Co., Limited","Engineering, Others",Full Time,,,,,
100003010742632,Policy Admin Officer/ GI Product - Top HK Insurance Firm!,Page Personnel,"Insurance, Claims Officer, Underwriter, Others","Full Time, Contract",,Middle,1 year,Degree,
100003010736399,General Clerk,,"Admin & HR, Clerical / Admin Staff, Others, Others","Full Time, Permanent",,Entry Level,3 years,Non-Degree Tertiary,"Double pay, Free shuttle bus, Medical insurance, Five-day work week"
100003010741311,"Head of Talent Acquisition, Greater China",RGE Limited,"Admin & HR, HR Director / Manager, Recruitment / Executive Search","Full Time, Permanent",,Senior,,,"Double pay, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003010741089,"Sr Analyst, Network & Partnership (Data Focus)",Gap International Sourcing Ltd,"Professional Services, Business Analysis / Data Analysis, Management, General Management, Merchandising & Purchasing, Procurement / Purchasing / Sourcing","Full Time, Permanent",,Middle,,,"Double pay, Life insurance, Medical insurance, Performance bonus, Work from home, Five-day work week"
100003010742564,Programmer / Senior Programmer (Backend Developer),香港科技探索有限公司,"Information Technology (IT), Software Development, Mobile / Wireless Communications, E-commerce, Software Development","Full Time, Permanent",,Entry Level,N/A,Postgraduate,"Dental insurance, Education allowance, Free shuttle bus, Life insurance, Medical insurance, Overtime pay, Performance bonus, Travel allowance, Work from home, Five-day work week, Flexible working hours"
100003010740930,BOOKKEEPER & ADMIN OFFICER (FLEXIBLE SCHEDULE),Texcon Limited,"Accounting, Accountant, Accounting Clerk / Supervisor, Admin & HR, Clerical / Admin Staff","Full Time, Part Time, Permanent, Contract",,Senior,5 years,Degree,"Double pay, Free shuttle bus, Performance bonus, Transportation allowance, Work from home, Flexible working hours"
100003010741313,Administration Clerk / Human Resources Clerk,Richwell Engineering Limited,"Building & Construction, Civil / Structural",Full Time,,Entry Level,2 years,School Certificate,"Free shuttle bus, Medical insurance, Performance bonus"
100003010744496,中菜廳 - 餐廳經理/副經理 (Restaurant Manager / Assistant Manager),Lubuds F&B Group,"Hospitality / F & B, Food & Beverage","Full Time, Permanent",,Middle,5 years,,Performance bonus
100003010741957,Senior Sales Associate 資深售貨員- Fashion Accessories時尚飾物,Randstad Hong Kong Limited,"Sales, CS & Business Devpt, Business Development, Retail Sales, Sales - Sales Management","Full Time, Permanent",,Middle,3 years,School Certificate,
100003010744760,(Offer up 60K) Safety Supervisor - Senior Safety Officer (Contractors),Pride's Recruitment Limited,"Building & Construction, Building / Construction / QS, Civil / Structural, Others, Security / Safety Control","Full Time, Permanent",,,,,"Dental insurance, Double pay, Education allowance, Free shuttle bus, Gratuity, Housing allowance, Life insurance, Medical insurance, Overtime pay, Performance bonus, Transportation allowance, Travel allowance"
100003010741614,Logistics Manager,Shopline Limited,"Transportation & Logistics, Freight Forwarding, Inventory / Warehousing, E-commerce, Business Development",Full Time,,,,,"Dental insurance, Medical insurance, Performance bonus, Transportation allowance, Travel allowance, Five-day work week, Flexible working hours"
100003010737438,General Clerk (5 days),Match Pacific Recruitment Consultancy,"Admin & HR, Clerical / Admin Staff, Manufacturing, Others, Others, Trading","Full Time, Permanent",,,,,"Double pay, Medical insurance, Five-day work week"
100003010742289,"Assistant Solutions Analyst, MRO Solutions",Hong Kong Aircraft Engineering Co Ltd,"Information Technology (IT), Support, Product Management / Business Analyst, Others","Full Time, Permanent",,Entry Level,,Degree,"Dental insurance, Double pay, Performance bonus, Transportation allowance, Five-day work week"
100003010741976,Senior Sales Associate 資深售貨員- Fashion Accessories時尚飾物,Randstad Hong Kong Limited,"Sales, CS & Business Devpt, Business Development, Retail Sales, Sales - Sales Management","Full Time, Permanent",,Middle,3 years,School Certificate,
100003010731589,Project Manager,Techoy Construction Company Limited,"Building & Construction, Civil / Structural","Full Time, Permanent",,Middle,10 years,Degree,"Double pay, Medical insurance, Performance bonus"
100003010741535,PROPERTY OFFICER (Shopping Mall & Carpark),萊坊有限公司,"Property / Real Estate, Property Consultancy, Property Management, Others","Full Time, Permanent",,Middle,3 years,Non-Degree Tertiary,"Medical insurance, Performance bonus"
100003010742091,Senior / Key Account Executive (Hardlines),SGS Hong Kong Limited,"Sales, CS & Business Devpt, Business Development, Customer Service - Supervisor / Officer, Account Servicing","Full Time, Permanent",,Entry Level,,Degree,"Dental insurance, Double pay, Education allowance, Free shuttle bus, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003010742853,Lead Cabin Programmes Engineer - Regional,Cathay Pacific Airways Ltd,"Engineering, Others","Full Time, Permanent",,,,,"Dental insurance, Free shuttle bus, Life insurance, Travel allowance, Five-day work week"
100003010742248,Warehouse Assistant 倉務員,Asia Goal Limited,"Transportation & Logistics, Others, Inventory / Warehousing, Supply Chain",Full Time,,,,,"Double pay, Overtime pay"
100003010742690,Senior Analysts (Salary upto HK$40K),Trinity Search Limited,"Information Technology (IT), Product Management / Business Analyst, Software Development","Full Time, Contract",,Middle,3 years,Degree,"Dental insurance, Gratuity, Medical insurance, Performance bonus, Five-day work week"
100003010742478,Sales and Marketing Executive,Lei Garden Restaurant Group,"Marketing / Public Relations, Marketing - Brand / Product Management, Marketing - General / Support, Marketing - Marketing Communication","Full Time, Permanent",,Entry Level,2 years,Degree,
100003010740289,"Assistant Engineer, Service Operations",KONE Elevator (HK) Ltd,"Engineering, Electrical / Electronics, Mechanical, Others, Student / Fresh Graduate / No Experience","Full Time, Permanent",,Entry Level,N/A,Degree,"Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003010736143,HR Officer,Blue Insurance Limited,"Admin & HR, HR Supporting Staff","Full Time, Permanent",,Entry Level,1 year,Non-Degree Tertiary,"Medical insurance, Performance bonus, Five-day work week"
100003010739792,Network Administrator / 35-45K,Peoplebank Hong Kong Ltd,"Information Technology (IT), Network & System","Full Time, Permanent",,Entry Level,2 years,Degree,
100003010739444,CUSTOMER RELATIONSHIP SENIOR ASSOCIATE (5-day work),Harbour City Estates Limited,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Hospitality / F & B, Hospitality / Hotel Services, Property / Real Estate, Property Management","Full Time, Permanent",,,,,"Medical insurance, Overtime pay, Performance bonus, Five-day work week"
100003010740542,Assistant Engineer (Welcome Fresh Graduate / IANG) - 5 day work per week,Yee Po Engineering Limited,"Engineering, Electrical / Electronics, Engineering Project Management, Others","Full Time, Permanent",,Entry Level,1 year,Non-Degree Tertiary,"Education allowance, Medical insurance, Overtime pay, Performance bonus, Five-day work week"
100003010742245,Events Services Associate / Coordinator,South Nest,"Sales, CS & Business Devpt, Business Development, Hospitality / F & B, Hospitality / Hotel Services, Marketing / Public Relations, Public Relations - Event Management","Full Time, Permanent",,Entry Level,2 years,Degree,"Dental insurance, Education allowance, Life insurance, Medical insurance, Performance bonus, Transportation allowance, Flexible working hours"
100003010739457,PART-TIME CUSTOMER SERVICE AMBASSADOR (Hourly Rate: HK$80),Harbour City Estates Limited,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Hospitality / F & B, Hospitality / Hotel Services, Property / Real Estate, Property Management",Part Time,,,,,
100003010739238,Regional Finance Intern - Asia (Part Time),Lockton Companies (Hong Kong) Ltd,"Accounting, Financial Analyst, Professional Services, Business Analysis / Data Analysis, Information Technology (IT), Data Scientist","Part Time, Temporary",,Entry Level,N/A,Degree,"Five-day work week, Flexible working hours"
100003010739201,"Telemarketer / Customer Care Officer $18-25K (Warm calls, No selling)",Make The Right Call,"Sales, CS & Business Devpt, Call Centre, Hospitality / F & B, Hospitality / Hotel Services, Tele-sales (Telemarketing)","Full Time, Permanent",,Entry Level,N/A,School Certificate,"Medical insurance, Performance bonus"
100003010742249,Sales Manager/Account Manager (Corporate Team),Urbanwood Hotels Limited,"Hospitality / F & B, Hospitality / Hotel Services, Tourism / Travel Agency, Sales, CS & Business Devpt, Direct Sales","Full Time, Permanent",,Middle,2 years,Degree,"Dental insurance, Education allowance, Medical insurance, Performance bonus"
100003010739041,Marketing Assistant,Work In Progress (H.K.) Limited,"Marketing / Public Relations, Marketing - Brand / Product Management, Marketing - General / Support",Full Time,,Entry Level,1 year,Degree,"Dental insurance, Double pay, Education allowance, Free shuttle bus, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003010739920,Assistant Business System Manager,Caritas - Hong Kong,"Information Technology (IT), Network & System","Full Time, Contract",,,7 years,Degree,
100003010739161,CUSTOMER SERVICE SENIOR ASSOCIATE (5-day work),Harbour City Estates Limited,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Hospitality / F & B, Hospitality / Hotel Services, Property / Real Estate, Property Management","Full Time, Permanent",,,,,"Medical insurance, Performance bonus, Five-day work week"
100003010741266,Project Manager,Stay Living Limited,"Design, Interior",Full Time,,,,,"Double pay, Medical insurance"
100003010741097,FF&E Designer / Assistant FF&E Designer,Steve Leung Designers Ltd,"Design, Industrial / Product, Interior, Visual Merchandising","Full Time, Part Time, Permanent",,Entry Level,1 year,Non-Degree Tertiary,"Gratuity, Life insurance, Medical insurance, Five-day work week"
100003010739377,Marketing Officer - 20k,HR Plus (Talent) Limited,"Marketing / Public Relations, Marketing - Marketing Communication, Public Relations - Event Management, Digital Marketing","Full Time, Permanent",,Entry Level,2 years,Degree,"Free shuttle bus, Overtime pay, Performance bonus, Five-day work week, Flexible working hours"
100003010740136,Sales Associate（销售顾问）,Lao Pu (Hong Kong) Company Limited,"Sales, CS & Business Devpt, Retail Sales",Full Time,,Entry Level,3 years,Form 3,"Dental insurance, Double pay, Medical insurance, Overtime pay, Performance bonus, Travel allowance"
100003010743191,Senior Mobile Engineer (IOS/Android),Peoplebank Hong Kong Ltd,"Information Technology (IT), Software Development","Full Time, Permanent",,Middle,N/A,Degree,
100003010739260,HR Officer,Roctec Technology Ltd,"Admin & HR, HR Supporting Staff, Training & Development","Full Time, Permanent",,Entry Level,1 year,Non-Degree Tertiary,"Dental insurance, Education allowance, Medical insurance, Performance bonus"
100003010742187,"Manager, Property and Land",Urban Renewal Authority,"Building & Construction, Architectural Services, Building / Construction / QS, Engineering, Others","Full Time, Permanent",,Middle,8 years,Degree,"Dental insurance, Life insurance, Medical insurance, Five-day work week"
100003010737122,銀行客戶服務 - Customer Service Officer (Up to 30K),Links International,"Banking / Finance, Others, Sales, CS & Business Devpt, Call Centre, Customer Service - Manager","Full Time, Permanent",,Entry Level,1 year,Non-Degree Tertiary,
100003010740741,Guest Relations Supervisor / Guest Relations Officer,"Kowloon Shangri-La, Hong Kong","Hospitality / F & B, Hospitality / Hotel Services","Full Time, Permanent",,Middle,3 years,Non-Degree Tertiary,"Dental insurance, Medical insurance, Five-day work week"
100003010742934,Service & Delivery Engineer (Data Center),"EZSVS (Hongkong) Co., Limited","Information Technology (IT), Hardware, Others, Data Scientist",Full Time,,Entry Level,1 year,Non-Degree Tertiary,"Double pay, Life insurance, Medical insurance, Overtime pay, Five-day work week, Flexible working hours"
100003010740823,"Data Centre Operator - Great Career Growth (Up to 30K/month, Bonus, Medical etc.)",ADECCO,"Information Technology (IT), Hardware, Support, Network & System","Full Time, Permanent",,Entry Level,1 year,Non-Degree Tertiary,"Dental insurance, Education allowance, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003010740322,Paralegal/Secretary (Litigation Department),Fairbairn Catley Low & Kong,"Admin & HR, Clerical / Admin Staff, Secretary, Professional Services, Legal & Compliance","Full Time, Permanent",,Entry Level,2 years,Matriculated,"Medical insurance, Five-day work week"
100003010744104,技工 – 屋宇維修 (編號：2300000G),MTR Corporation Limited,"Others, Technician, Transportation & Logistics, Public Transportation",Full Time,,Entry Level,3 years,Form 3,
100003010741274,Interior Designer,Rainy Sky Interiors Limited,"Design, Interior","Full Time, Permanent",,Middle,2 years,Non-Degree Tertiary,"Dental insurance, Double pay, Medical insurance, Five-day work week"
100003010743523,Engineer / Chartered Engineer / Senior Engineer (Structural/Civil),Mott MacDonald Hong Kong Limited,"Building & Construction, Building / Construction / QS, Civil / Structural, Engineering, Engineering Project Management","Full Time, Permanent",,,,Degree,"Double pay, Life insurance, Medical insurance, Five-day work week"
100003010737435,採購主任,P & J Food HK Limited,"Merchandising & Purchasing, Procurement / Purchasing / Sourcing",Full Time,,Entry Level,2 years,School Certificate,"Performance bonus, Five-day work week"
100003010740551,Assistant Academic Service Manager (REG) (Ref: 23002DQ),Hong Kong Metropolitan University,"Admin & HR, Administration / Operation Manager, Others, Education, Others",Full Time,,Middle,2 years,Degree,"Dental insurance, Life insurance, Medical insurance"
100003010739804,Event Sales Manager,Curator Style Limited,"Sales, CS & Business Devpt, Business Development, Others, Direct Sales",Full Time,,Senior,8 years,Non-Degree Tertiary,"Medical insurance, Five-day work week"
100003010739194,Operations Support Officer - Production,Hoi Fai Human Resources Company Limited,"Manufacturing, General / Production Workers, Production Planning / Control","Full Time, Contract",,Entry Level,1 year,School Certificate,"Free shuttle bus, Medical insurance, Performance bonus, Transportation allowance, Flexible working hours"
100003010737957,Administration Assistant / Assistant Administration Officer,Hong Kong Technology Venture Company Limited (HKTVmall),"Admin & HR, Clerical / Admin Staff, Others, Others, Student / Fresh Graduate / No Experience","Full Time, Permanent",,,,,"Education allowance, Free shuttle bus, Medical insurance, Performance bonus, Five-day work week, Flexible working hours"
100003010738639,QA Specialist (Lighting),Nine United China Limited,"Manufacturing, Quality Assurance, Control & Testing / ISO",Full Time,,Middle,5 years,Non-Degree Tertiary,"Double pay, Medical insurance, Performance bonus, Transportation allowance, Travel allowance, Five-day work week, Flexible working hours"
100003010738739,Call Centre Supervisor (5 days work),Herbs Generation International Limited,"Sales, CS & Business Devpt, Call Centre, Customer Service - Supervisor / Officer, Others","Full Time, Permanent",,Middle,4 years,Degree,"Dental insurance, Education allowance, Medical insurance, Performance bonus, Five-day work week"
100003010740047,Assistant Network Manager,China Mobile Hong Kong 中國移動香港,"Information Technology (IT), Support, Network & System","Full Time, Permanent",,,,,"Education allowance, Housing allowance, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003010742056,高級銷售顧問 / 銷售顧問 全職 (設計廊 Design Gallery) 灣仔或機場,Hong Kong Trade Development Council,"Sales, CS & Business Devpt, Retail Sales, Sales - Sales Management, Others","Full Time, Contract",,Entry Level,1 year,School Certificate,
100003010742927,全職售貨員 Sales Assistant  (歡迎想投身零售業人士/年終雙糧/經驗不拘),Flex Recruitment,"Sales, CS & Business Devpt, Retail Sales","Full Time, Part Time, Permanent",,Entry Level,N/A,School Certificate,"Medical insurance, Overtime pay, Performance bonus, Flexible working hours"
100003010738469,"IT Support Analyst, MNC",KOS International Limited,"Information Technology (IT), Hardware, Support, Network & System","Full Time, Permanent",,Entry Level,N/A,Degree,
100003010744392,Compliance Senior Manager /Deputy Head,Links International,"Banking / Finance, Order Processing & Operation / Settlement","Full Time, Permanent",,Senior,8 years,Degree,
100003010738793,Assistant / Concierge Captain  助理 / 禮賓部領班,Royal View Hotel,"Hospitality / F & B, Hospitality / Hotel Services",Full Time,,Entry Level,N/A,Non-Degree Tertiary,"Double pay, Free shuttle bus, Life insurance, Medical insurance, Performance bonus, Transportation allowance, Five-day work week"
100003010740485,Marketing Specialist (GNC),Mannings,"Marketing / Public Relations, Marketing - General / Support",Full Time,,Entry Level,2 years,Degree,
100003010743049,Assistant Service Engineer (Up to 30K),Manpower Services (Hong Kong) Limited,"Engineering, Electrical / Electronics",Contract,,Middle,2 years,Degree,
100003010743919,Assistant Finance Transformation Manager - Oracle EBS,Michael Page,"Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst, Technical / Functional Consulting","Full Time, Permanent",,Middle,4 years,Degree,
100003010740630,銷售助理(尖沙咀 / 機場店舖),Peninsula Merchandising Limited,"Sales, CS & Business Devpt, Retail Sales, Others, Direct Sales","Full Time, Permanent",,,,,"Dental insurance, Medical insurance, Performance bonus, Five-day work week"
100003010728340,HR Manager,Confucian Merchants Services Limited,"Admin & HR, HR Director / Manager","Full Time, Part Time, Permanent, Temporary, Contract",,Entry Level,,,"Dental insurance, Double pay, Education allowance, Medical insurance, Transportation allowance, Five-day work week"
100003010741268,"Senior System Analyst, System Development & Support (IT Division) (Ref:202324-51) *Perm Job*","AEON CREDIT SERVICE (ASIA) CO., LTD.","Information Technology (IT), IT Project Management / Team Lead, IT Management, Software Development","Full Time, Permanent",,Senior,5 years,Degree,"Dental insurance, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003010729417,Reservations Supervisor,Holiday Inn-Golden Mile Hong Kong,"Hospitality / F & B, Food & Beverage, Hospitality / Hotel Services, Others","Full Time, Permanent",,Senior,3 years,Degree,"Dental insurance, Education allowance, Life insurance, Medical insurance, Five-day work week"
100003010740613,Marketing Executive,Hong Kong Technology Venture Company Limited (HKTVmall),"Marketing / Public Relations, Marketing - Brand / Product Management, Marketing - Direct Marketing, Digital Marketing","Full Time, Permanent",,,,,"Education allowance, Free shuttle bus, Medical insurance, Performance bonus, Work from home, Five-day work week"
100003010745079,Database Administrator / Senior Database Administrator (DBA) – Major Bank,IT Solutions Ltd.,"Information Technology (IT), DBA, Support, Network & System",Full Time,,Middle,2 years,Degree,Five-day work week
100003010740303,Customer Service Assistant (Industrial),SGS Hong Kong Limited,"Sales, CS & Business Devpt, Business Development, Customer Service - Supervisor / Officer, Sciences, Lab, R&D, Energy / Natural Resources / Oil & Gas","Full Time, Permanent",,,2 years,Non-Degree Tertiary,"Dental insurance, Double pay, Education allowance, Free shuttle bus, Medical insurance, Performance bonus, Five-day work week"
100003010744702,Assistant Resident Engineer (Structural),WSP (Asia) Limited,"Building & Construction, Civil / Structural, Engineering, Engineering Project Management, Others",Full Time,,,,,
100003010742615,Translator - Regulatory Compliance,ComplianceAsia Consulting Limited,"Professional Services, Translation","Full Time, Permanent",,Entry Level,3 years,Degree,"Dental insurance, Medical insurance, Performance bonus, Work from home, Five-day work week, Flexible working hours"
100003010743067,消防及保安管理員 (Ref: GEN-OD-FSW-JD),"The Hongkong Electric Co., Ltd.","Others, Security / Safety Control, Others","Full Time, Permanent",,Entry Level,N/A,School Certificate,"Free shuttle bus, Life insurance, Medical insurance, Performance bonus"
100003010741966,Sales and Marketing Assistant -- ( Beauty Lens/ fresh grad welcome),PERSOL Hong Kong,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Channel / Distribution, Sales Administration","Full Time, Permanent",,Entry Level,N/A,Non-Degree Tertiary,"Medical insurance, Transportation allowance, Five-day work week"
100003010737944,助理室內設計師,Mainpoint Design Ltd,"Design, Interior",Full Time,,,,,Performance bonus
100003010728269,Personal Assistant to Senior Director (Personal Matters); 5day;HK$26K-HK$32K; Central!,Knight Recruitment Services Limited,"Admin & HR, Personal / Executive Assistant, Secretary, Hospitality / F & B, Hospitality / Hotel Services","Full Time, Permanent",,Middle,3 years,Degree,"Medical insurance, Performance bonus, Five-day work week"
100003010741636,Account Executive / Account Manager – Digital Transformation and Cloud Solutions,CatoMind Limited,"Sales, CS & Business Devpt, Business Development, Information Technology (IT), Others, Account Servicing",Full Time,,Middle,N/A,Non-Degree Tertiary,"Medical insurance, Five-day work week"
100003010745099,Project Coordinator,Chevalier Group - Building Construction,"Building & Construction, Building / Construction / QS, Engineering, Engineering Project Management, Others","Full Time, Permanent",,Entry Level,4 years,,"Education allowance, Medical insurance, Performance bonus"
100003010737627,零售營運助理 Retail Operation Assistant,Vita Green Health Products Company Limited,"Admin & HR, Clerical / Admin Staff, Sales, CS & Business Devpt, Sales - Sales Management, Sales Administration","Full Time, Permanent",,Entry Level,3 years,Non-Degree Tertiary,"Medical insurance, Performance bonus, Five-day work week"
100003010741619,"Officer, Customer Services (Phone Banking - Credit Card)",Dah Sing Financial Group,"Banking / Finance, Financial Services, Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Tele-sales (Telemarketing)","Full Time, Permanent",,Entry Level,1 year,School Certificate,
100003010740269,ACCOUNT CLERK/OFFICE ASSISTANT ( (Fresh Graduate is welcome),TH Global Enterprise Company Limited,"Accounting, Accounting Clerk / Supervisor, Others, Others, Student / Fresh Graduate / No Experience","Full Time, Permanent",,Entry Level,N/A,Matriculated,"Double pay, Medical insurance, Performance bonus, Five-day work week, Flexible working hours"
100003010743737,"Software Developer (Java, SQL, 5 Days)",CL Technical Services Ltd.,"Information Technology (IT), Application Specialist - Software",Full Time,,,,,"Medical insurance, Five-day work week"
